AnoMes,PAG_PFPJ,REC_PFPJ,PAG_REGIAO,REC_REGIAO,PAG_IDADE,REC_IDADE,FORMAINICIACAO,NATUREZA,FINALIDADE,VALOR,QUANTIDADE
202312,PF,PF,NORDESTE,SUL,mais de 60 anos,entre 50 e 59 anos,MANU,P2P,Pix,561341.41,1403
202309,PF,PF,SUL,NORDESTE,entre 40 e 49 anos,mais de 60 anos,QRES,P2P,Pix,144748.74,3042
202411,PF,PJ,Nao informado,SUL,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix Saque,4737.81,9
202507,PJ,PJ,Nao informado,Nao informado,Nao se aplica,Nao se aplica,Nao disponivel,B2B,Nao disponivel,21147.94,33
202408,PF,PF,NORDESTE,CENTRO-OESTE,entre 50 e 59 anos,entre 50 e 59 anos,DICT,P2P,Pix,22461534.83,65469
202403,PF,PF,SUDESTE,SUDESTE,Nao informado,entre 20 e 29 anos,DICT,P2P,Pix,6656.79,27
202408,PF,PF,NORDESTE,NORDESTE,mais de 60 anos,entre 30 e 39 anos,DICT,P2P,Pix,1916052370.86,5866804
202302,PF,PF,CENTRO-OESTE,NORTE,entre 40 e 49 anos,entre 40 e 49 anos,QRDN,P2P,Pix,100573.33,2840
202402,PF,PF,SUDESTE,SUDESTE,entre 40 e 49 anos,mais de 60 anos,DICT,P2P,Pix,2697708042.34,7884387
202308,PF,PF,NORDESTE,SUDESTE,entre 40 e 49 anos,entre 30 e 39 anos,QRES,P2P,Pix,4036786.52,79019
202305,PF,PF,CENTRO-OESTE,NORDESTE,entre 50 e 59 anos,mais de 60 anos,MANU,P2P,Pix,2588378.19,3451
202409,PF,PF,CENTRO-OESTE,CENTRO-OESTE,mais de 60 anos,entre 40 e 49 anos,MANU,P2P,Pix,154440995.06,192028
202410,PF,PF,CENTRO-OESTE,SUL,entre 30 e 39 anos,até 19 anos,MANU,P2P,Pix,414691.2,3371
202503,PF,PF,Nao informado,SUDESTE,mais de 60 anos,mais de 60 anos,QRDN,P2P,Pix,16361.8,102
202404,PJ,PF,Nao informado,SUDESTE,Nao se aplica,entre 30 e 39 anos,QRES,B2P,Pix,104.9,2
202309,PF,PF,SUDESTE,SUL,entre 40 e 49 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,168261.07,652
202304,PF,PJ,NORTE,SUL,entre 40 e 49 anos,Nao se aplica,DICT,P2B,Pix Saque,11.0,1
202302,PF,PF,NORDESTE,NORTE,entre 40 e 49 anos,entre 50 e 59 anos,QRES,P2P,Pix,200189.37,6029
202508,PF,PF,SUL,SUL,até 19 anos,entre 30 e 39 anos,QRDN,P2P,Pix,4811127.74,203147
202302,PF,PF,SUDESTE,NORDESTE,entre 50 e 59 anos,até 19 anos,QRDN,P2P,Pix,9925.1,175
202404,PJ,PF,NORTE,NORDESTE,Nao se aplica,entre 50 e 59 anos,QRES,G2P,Pix,225.0,2
202507,PF,PF,Nao informado,NORTE,entre 50 e 59 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,245.0,3
202302,PF,PJ,SUDESTE,NORTE,até 19 anos,Nao se aplica,Nao disponivel,P2B,Nao disponivel,1804.27,14
202408,PF,PJ,NORDESTE,NORTE,entre 50 e 59 anos,Nao se aplica,DICT,P2G,Pix,4722.59,13
202310,PJ,PJ,SUL,NORTE,Nao se aplica,Nao se aplica,QRDN,B2G,Pix,1986927.92,689
202405,PJ,PJ,Nao informado,SUDESTE,Nao se aplica,Nao se aplica,QRDN,B2B,Pix Saque,1000.0,1
202508,PF,PJ,NORDESTE,SUL,mais de 60 anos,Nao se aplica,QRDN,P2G,Pix,306118.33,382
202405,PJ,PF,NORDESTE,SUDESTE,Nao se aplica,entre 20 e 29 anos,MANU,G2P,Pix,146369.12,44
202408,PF,PF,SUDESTE,CENTRO-OESTE,entre 50 e 59 anos,até 19 anos,DICT,P2P,Pix,4550252.72,24080
202407,PF,PJ,Nao informado,SUDESTE,entre 30 e 39 anos,Nao se aplica,MANU,P2G,Pix,553.59,2
202404,PF,PF,NORTE,CENTRO-OESTE,Nao informado,entre 30 e 39 anos,DICT,P2P,Pix,2538.15,6
202312,PF,PF,CENTRO-OESTE,NORDESTE,mais de 60 anos,até 19 anos,MANU,P2P,Pix,124246.98,1229
202403,PF,PJ,NORDESTE,NORDESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix Troco,146054.11,427
202404,PF,PF,NORTE,CENTRO-OESTE,mais de 60 anos,até 19 anos,QRES,P2P,Pix,17535.07,154
202401,PF,PF,NORDESTE,NORDESTE,mais de 60 anos,entre 20 e 29 anos,QRDN,P2P,Pix,4167498.28,89330
202409,PF,PJ,CENTRO-OESTE,SUL,entre 30 e 39 anos,Nao se aplica,DICT,P2B,Pix,121069121.24,95341
202402,PF,PF,Nao informado,CENTRO-OESTE,até 19 anos,mais de 60 anos,QRDN,P2P,Pix,125.58,11
202503,PJ,PF,NORTE,SUDESTE,Nao se aplica,mais de 60 anos,QRES,B2P,Pix,217181.01,1461
202411,PF,PF,SUDESTE,SUDESTE,entre 50 e 59 anos,entre 40 e 49 anos,QRDN,P2P,Pix,34483778.13,921050
202308,PF,PJ,SUL,SUL,até 19 anos,Nao se aplica,Nao disponivel,P2G,Nao disponivel,691.16,1
202404,PF,PJ,SUL,NORTE,entre 50 e 59 anos,Nao se aplica,QRDN,P2B,Pix,2281239.38,23896
202301,PF,PF,NORTE,CENTRO-OESTE,mais de 60 anos,entre 40 e 49 anos,MANU,P2P,Pix,1309972.0,1863
202503,PF,PJ,SUL,Nao informado,mais de 60 anos,Nao se aplica,DICT,P2B,Pix,124224.19,89
202401,PF,PF,SUL,Nao informado,entre 20 e 29 anos,entre 30 e 39 anos,DICT,P2P,Pix,1640866.43,5696
202504,PF,PF,SUL,CENTRO-OESTE,entre 20 e 29 anos,entre 20 e 29 anos,MANU,P2P,Pix,4432963.88,27592
202504,PF,PF,NORDESTE,Nao informado,até 19 anos,até 19 anos,QRDN,P2P,Pix,1026.0,146
202405,PF,PF,CENTRO-OESTE,Nao informado,entre 20 e 29 anos,entre 20 e 29 anos,DICT,P2P,Pix,694119.56,3532
202306,PF,PJ,SUL,NORDESTE,entre 40 e 49 anos,Nao se aplica,QRES,P2G,Pix,285.76,14
202508,PF,PF,SUL,NORDESTE,entre 50 e 59 anos,entre 30 e 39 anos,APDN,P2P,Pix,139.38,6
202410,PF,PJ,NORTE,SUDESTE,mais de 60 anos,Nao se aplica,QRES,P2G,Pix,6190.37,33
202504,PF,PJ,SUL,NORDESTE,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix Saque,20486.68,66
202403,PJ,PF,NORDESTE,SUL,Nao se aplica,entre 40 e 49 anos,QRES,B2P,Pix,433974.25,1561
202403,PF,PJ,SUDESTE,SUDESTE,entre 20 e 29 anos,Nao se aplica,Nao disponivel,P2G,Nao disponivel,4082.46,6
202303,PF,PF,NORTE,SUDESTE,mais de 60 anos,mais de 60 anos,MANU,P2P,Pix,1528810.47,1654
202305,PJ,PF,NORTE,CENTRO-OESTE,Nao se aplica,entre 40 e 49 anos,MANU,G2P,Pix,41250.72,9
202307,PF,PF,Nao informado,SUL,entre 20 e 29 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,5831.03,10
202307,PF,PF,SUL,SUDESTE,mais de 60 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,2537.11,24
202405,PF,PF,SUL,SUDESTE,até 19 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,15037.58,173
202309,PF,PF,NORTE,NORDESTE,até 19 anos,mais de 60 anos,DICT,P2P,Pix,319484.84,6213
202505,PJ,PF,SUL,NORDESTE,Nao se aplica,entre 20 e 29 anos,QRES,G2P,Pix,178.16,1
202508,PF,PJ,NORDESTE,SUDESTE,entre 20 e 29 anos,Nao se aplica,AUTO,P2B,Pix,21645.21,540
202503,PF,PF,CENTRO-OESTE,NORTE,entre 20 e 29 anos,entre 40 e 49 anos,QRES,P2P,Pix,1042060.94,29610
202308,PF,PF,NORTE,NORTE,entre 30 e 39 anos,entre 40 e 49 anos,INIC,P2P,Pix,10.0,1
202304,PF,PF,NORDESTE,NORDESTE,entre 40 e 49 anos,entre 30 e 39 anos,DICT,P2P,Pix,2949351343.09,15730965
202411,PF,PF,CENTRO-OESTE,Nao informado,entre 30 e 39 anos,entre 20 e 29 anos,QRES,P2P,Pix,31078.05,358
202306,PF,PF,NORTE,NORTE,mais de 60 anos,entre 40 e 49 anos,QRES,P2P,Pix,3500623.84,51019
202409,PF,PJ,NORDESTE,CENTRO-OESTE,entre 50 e 59 anos,Nao se aplica,Nao disponivel,P2G,Nao disponivel,5330.82,4
202408,PF,PF,NORDESTE,SUDESTE,entre 30 e 39 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,69468.44,1412
202502,PF,PF,NORTE,SUL,mais de 60 anos,entre 50 e 59 anos,QRES,P2P,Pix,60165.25,972
202301,PF,PF,NORTE,Nao informado,mais de 60 anos,entre 30 e 39 anos,QRDN,P2P,Pix,109.0,7
202312,PF,PJ,NORDESTE,NORDESTE,entre 40 e 49 anos,Nao se aplica,QRDN,P2B,Pix,1123356923.95,15554495
202309,PF,PF,NORDESTE,NORDESTE,entre 50 e 59 anos,mais de 60 anos,QRDN,P2P,Pix,4025391.07,107966
202409,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 50 e 59 anos,até 19 anos,DICT,P2P,Pix,98334386.3,738159
202404,PJ,PF,SUDESTE,SUDESTE,Nao se aplica,mais de 60 anos,QRDN,G2P,Pix,70.0,1
202312,PF,PF,SUL,CENTRO-OESTE,entre 30 e 39 anos,entre 30 e 39 anos,MANU,P2P,Pix,6551080.9,22976
202303,PF,PF,NORDESTE,NORTE,mais de 60 anos,mais de 60 anos,MANU,P2P,Pix,594482.04,1109
202310,PF,PF,SUDESTE,SUL,entre 20 e 29 anos,entre 40 e 49 anos,QRES,P2P,Pix,1119373.87,29008
202409,PJ,PF,SUL,SUDESTE,Nao se aplica,mais de 60 anos,MANU,G2P,Pix,2828.82,6
202302,PJ,PF,NORDESTE,CENTRO-OESTE,Nao se aplica,entre 40 e 49 anos,DICT,G2P,Pix,60190.76,39
202405,PF,PF,SUL,CENTRO-OESTE,mais de 60 anos,mais de 60 anos,QRDN,P2P,Pix,19090.63,280
202505,PJ,PF,SUL,SUL,Nao se aplica,entre 50 e 59 anos,DICT,B2P,Pix,4840740441.82,4826041
202408,PF,PJ,NORDESTE,CENTRO-OESTE,entre 20 e 29 anos,Nao se aplica,QRES,P2B,Pix Saque,3160.3,15
202506,PF,PF,SUL,SUDESTE,entre 40 e 49 anos,até 19 anos,MANU,P2P,Pix,1387296.07,12100
202312,PF,PF,SUDESTE,NORDESTE,entre 40 e 49 anos,até 19 anos,INIC,P2P,Pix,2250.0,1
202501,PF,PF,SUL,SUDESTE,entre 40 e 49 anos,entre 30 e 39 anos,QRES,P2P,Pix,2877577.88,36949
202302,PF,PF,SUDESTE,NORDESTE,entre 40 e 49 anos,entre 30 e 39 anos,MANU,P2P,Pix,33727236.7,155607
202405,PF,PF,NORTE,SUDESTE,mais de 60 anos,Nao informado,QRES,P2P,Pix,57413.38,44
202410,PF,PF,SUDESTE,SUDESTE,entre 40 e 49 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,15333184.22,55847
202506,PJ,PF,NORTE,NORDESTE,Nao se aplica,entre 50 e 59 anos,Nao disponivel,B2P,Nao disponivel,141290.55,462
202504,PF,PF,SUDESTE,Nao informado,mais de 60 anos,mais de 60 anos,QRDN,P2P,Pix,629.57,33
202406,PF,PJ,SUDESTE,SUDESTE,entre 30 e 39 anos,Nao se aplica,INIC,P2B,Pix,24183.57,192
202312,PF,PF,CENTRO-OESTE,Nao informado,entre 50 e 59 anos,entre 20 e 29 anos,DICT,P2P,Pix,459471.63,1894
202405,PF,PF,Nao informado,NORDESTE,entre 50 e 59 anos,até 19 anos,QRDN,P2P,Pix,569.43,10
202508,PF,PF,SUL,Nao informado,entre 50 e 59 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,8.5,1
202501,PJ,PJ,SUDESTE,NORTE,Nao se aplica,Nao se aplica,QRDN,B2G,Pix,17053672.24,6594
202408,PF,PJ,SUL,NORDESTE,entre 20 e 29 anos,Nao se aplica,QRES,P2B,Pix,11231891.0,192908
202504,PF,PF,NORDESTE,SUL,entre 30 e 39 anos,até 19 anos,QRDN,P2P,Pix,89324.46,1817
202501,PJ,PF,Nao informado,SUL,Nao se aplica,entre 50 e 59 anos,DICT,B2P,Pix,5873492.2,12052
202505,PF,PF,Nao informado,SUL,Nao informado,entre 40 e 49 anos,DICT,P2P,Pix,110.0,2
202410,PF,PF,NORDESTE,NORDESTE,mais de 60 anos,entre 50 e 59 anos,QRES,P2P,Pix,24027550.88,378635
202408,PF,PF,SUDESTE,SUDESTE,mais de 60 anos,mais de 60 anos,QRES,P2P,Pix,116756784.87,354795
202309,PF,PF,NORTE,CENTRO-OESTE,até 19 anos,mais de 60 anos,DICT,P2P,Pix,419830.52,5742
202304,PF,PF,SUDESTE,SUDESTE,mais de 60 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,1089084.32,5581
202308,PJ,PF,SUDESTE,SUDESTE,Nao se aplica,entre 20 e 29 anos,Nao disponivel,G2P,Nao disponivel,127078.2,624
202506,PJ,PF,NORTE,SUL,Nao se aplica,entre 20 e 29 anos,Nao disponivel,B2P,Nao disponivel,138080.95,201
202308,PF,PF,SUDESTE,Nao informado,até 19 anos,entre 30 e 39 anos,QRDN,P2P,Pix,268.2,8
202401,PF,PJ,SUDESTE,CENTRO-OESTE,entre 40 e 49 anos,Nao se aplica,INIC,P2B,Pix,5450.56,15
202403,PF,PF,CENTRO-OESTE,CENTRO-OESTE,até 19 anos,até 19 anos,MANU,P2P,Pix,51310047.62,619773
202303,PF,PF,SUDESTE,Nao informado,entre 40 e 49 anos,entre 50 e 59 anos,QRDN,P2P,Pix,6790.75,47
202402,PF,PF,NORTE,CENTRO-OESTE,entre 40 e 49 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,32575.13,120
202507,PJ,PJ,CENTRO-OESTE,CENTRO-OESTE,Nao se aplica,Nao se aplica,QRDN,G2B,Pix,33465939.54,1296
202408,PF,PJ,NORDESTE,NORTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix,51360967.45,786928
202408,PJ,PJ,NORTE,CENTRO-OESTE,Nao se aplica,Nao se aplica,MANU,B2G,Pix,61166.85,9
202412,PF,PF,SUDESTE,SUDESTE,entre 20 e 29 anos,mais de 60 anos,QRDN,P2P,Pix,40611810.5,1588528
202312,PF,PF,SUL,Nao informado,entre 50 e 59 anos,entre 50 e 59 anos,MANU,P2P,Pix,118394.13,180
202301,PF,PF,Nao informado,CENTRO-OESTE,até 19 anos,entre 20 e 29 anos,QRES,P2P,Pix,35.28,6
202307,PF,PF,SUDESTE,Nao informado,mais de 60 anos,entre 30 e 39 anos,QRDN,P2P,Pix,4739.2,17
202507,PF,PJ,SUDESTE,CENTRO-OESTE,entre 40 e 49 anos,Nao se aplica,MANU,P2G,Pix,18928.05,19
202401,PF,PF,CENTRO-OESTE,NORTE,entre 50 e 59 anos,entre 50 e 59 anos,DICT,P2P,Pix,19477830.69,41666
202404,PJ,PJ,SUL,SUL,Nao se aplica,Nao se aplica,QRDN,B2B,Pix Troco,95764.67,103
202303,PF,PJ,SUL,SUL,entre 20 e 29 anos,Nao se aplica,QRES,P2G,Pix,219296.74,2165
202507,PF,PF,SUL,CENTRO-OESTE,entre 20 e 29 anos,entre 30 e 39 anos,QRDN,P2P,Pix,430901.56,10175
202311,PF,PF,CENTRO-OESTE,NORDESTE,até 19 anos,mais de 60 anos,QRDN,P2P,Pix,15393.84,1035
202407,PF,PJ,Nao informado,SUL,mais de 60 anos,Nao se aplica,QRES,P2G,Pix,171.16,5
202402,PF,PF,SUDESTE,Nao informado,entre 30 e 39 anos,entre 40 e 49 anos,MANU,P2P,Pix,3159513.31,2279
202503,PF,PF,SUDESTE,SUDESTE,mais de 60 anos,até 19 anos,MANU,P2P,Pix,37872475.44,313600
202506,PF,PF,NORDESTE,SUDESTE,até 19 anos,até 19 anos,DICT,P2P,Pix,9279800.59,366128
202410,PJ,PF,NORDESTE,Nao informado,Nao se aplica,entre 20 e 29 anos,QRDN,B2P,Pix,1363.66,70
202504,PF,PF,SUDESTE,Nao informado,até 19 anos,entre 30 e 39 anos,MANU,P2P,Pix,38490.17,263
202410,PF,PF,NORTE,SUDESTE,até 19 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,20752.06,376
202409,PF,PJ,NORDESTE,SUL,até 19 anos,Nao se aplica,QRES,P2B,Pix Saque,30.0,1
202401,PJ,PF,NORDESTE,NORDESTE,Nao se aplica,entre 30 e 39 anos,MANU,G2P,Pix,9902623.61,2360
202407,PF,PF,NORTE,NORTE,entre 20 e 29 anos,mais de 60 anos,QRDN,P2P,Pix,6653045.61,319959
202311,PF,PF,NORTE,SUL,entre 40 e 49 anos,entre 40 e 49 anos,QRDN,P2P,Pix,96712.66,2960
202503,PF,PF,NORDESTE,NORDESTE,até 19 anos,até 19 anos,QRES,P2P,Pix,18129098.11,360616
202506,PJ,PJ,SUDESTE,SUDESTE,Nao se aplica,Nao se aplica,MANU,G2B,Pix,290797014.56,15172
202311,PF,PF,NORTE,Nao informado,até 19 anos,entre 20 e 29 anos,QRDN,P2P,Pix,636.5,23
202310,PF,PF,SUL,SUDESTE,entre 20 e 29 anos,entre 40 e 49 anos,QRES,P2P,Pix,2001216.34,34759
202308,PF,PF,CENTRO-OESTE,Nao informado,até 19 anos,entre 50 e 59 anos,QRES,P2P,Pix,674.21,49
202306,PF,PF,NORDESTE,CENTRO-OESTE,entre 30 e 39 anos,mais de 60 anos,QRES,P2P,Pix,268252.08,6792
202404,PF,PF,NORTE,NORTE,entre 30 e 39 anos,entre 30 e 39 anos,QRDN,P2P,Pix,29232371.46,947872
202307,PF,PJ,SUDESTE,SUL,entre 30 e 39 anos,Nao se aplica,DICT,P2B,Pix,255076361.19,390249
202305,PF,PF,CENTRO-OESTE,NORDESTE,entre 40 e 49 anos,entre 40 e 49 anos,MANU,P2P,Pix,8356204.05,34967
202302,PJ,PJ,Nao informado,Nao informado,Nao se aplica,Nao se aplica,DICT,B2B,Pix,313212.26,132
202508,PJ,PF,Nao informado,SUDESTE,Nao se aplica,até 19 anos,QRES,B2P,Pix,31129.22,419
202305,PF,PF,NORTE,NORTE,entre 30 e 39 anos,Nao informado,MANU,P2P,Pix,380.0,1
202503,PF,PF,NORDESTE,NORTE,mais de 60 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,2003.99,216
202302,PF,PF,Nao informado,NORTE,entre 40 e 49 anos,entre 40 e 49 anos,MANU,P2P,Pix,254685.95,827
202412,PF,PF,SUL,CENTRO-OESTE,entre 30 e 39 anos,entre 20 e 29 anos,QRDN,P2P,Pix,359649.62,7460
202505,PJ,PF,SUDESTE,Nao informado,Nao se aplica,entre 50 e 59 anos,QRES,B2P,Pix,109809.79,204
202307,PF,PF,CENTRO-OESTE,NORTE,entre 20 e 29 anos,entre 30 e 39 anos,QRDN,P2P,Pix,365764.47,11305
202505,PF,PF,NORDESTE,SUL,entre 40 e 49 anos,entre 30 e 39 anos,QRES,P2P,Pix,993893.43,16666
202405,PJ,PF,SUDESTE,NORTE,Nao se aplica,Nao informado,MANU,B2P,Pix,5.0,1
202410,PF,PF,NORTE,SUDESTE,mais de 60 anos,mais de 60 anos,DICT,P2P,Pix,16243455.37,20498
202501,PF,PF,NORDESTE,SUDESTE,até 19 anos,mais de 60 anos,QRES,P2P,Pix,529333.66,25426
202501,PF,PF,Nao informado,NORTE,entre 30 e 39 anos,entre 40 e 49 anos,QRES,P2P,Pix,49005.85,1001
202407,PF,PF,SUL,Nao informado,mais de 60 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,989.0,4
202404,PF,PJ,NORDESTE,SUL,até 19 anos,Nao se aplica,DICT,P2B,Pix,3179062.85,16572
202303,PF,PJ,NORDESTE,NORTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix Saque,25450.34,260
202404,PJ,PF,SUDESTE,NORDESTE,Nao se aplica,mais de 60 anos,DICT,B2P,Pix,190590028.79,714254
202508,PF,PF,Nao informado,NORDESTE,até 19 anos,entre 30 e 39 anos,DICT,P2P,Pix,156522.86,788
202405,PF,PF,CENTRO-OESTE,CENTRO-OESTE,até 19 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,1141244.95,7967
202304,PF,PF,NORDESTE,Nao informado,entre 50 e 59 anos,mais de 60 anos,DICT,P2P,Pix,222968.38,463
202507,PF,PF,Nao informado,CENTRO-OESTE,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,1869689.6,2167
202410,PJ,PF,SUDESTE,NORDESTE,Nao se aplica,entre 40 e 49 anos,QRES,G2P,Pix,20.0,1
202411,PF,PF,SUDESTE,CENTRO-OESTE,entre 30 e 39 anos,entre 20 e 29 anos,DICT,P2P,Pix,76743919.31,312796
202403,PF,PF,SUDESTE,NORTE,até 19 anos,entre 50 e 59 anos,QRES,P2P,Pix,34546.93,2131
202401,PF,PF,Nao informado,CENTRO-OESTE,entre 50 e 59 anos,entre 40 e 49 anos,QRDN,P2P,Pix,4057.06,53
202308,PF,PJ,NORDESTE,SUDESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix Troco,9662.84,27
202408,PF,PF,Nao informado,CENTRO-OESTE,entre 30 e 39 anos,entre 20 e 29 anos,QRDN,P2P,Pix,6677.43,198
202508,PF,PJ,SUDESTE,CENTRO-OESTE,Nao informado,Nao se aplica,QRDN,P2B,Pix,10.0,1
202404,PF,PF,NORDESTE,Nao informado,mais de 60 anos,mais de 60 anos,DICT,P2P,Pix,861816.41,662
202306,PJ,PF,SUDESTE,NORDESTE,Nao se aplica,mais de 60 anos,QRES,B2P,Pix,402941.21,2186
202312,PF,PF,NORTE,NORDESTE,entre 40 e 49 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,18424.3,79
202302,PF,PF,NORDESTE,CENTRO-OESTE,entre 50 e 59 anos,entre 50 e 59 anos,QRDN,P2P,Pix,25491.65,739
202404,PF,PJ,NORDESTE,NORTE,entre 40 e 49 anos,Nao se aplica,DICT,P2G,Pix,962.07,9
202405,PF,PF,Nao informado,SUDESTE,entre 50 e 59 anos,até 19 anos,MANU,P2P,Pix,39015.22,195
202309,PF,PJ,SUL,NORTE,entre 20 e 29 anos,Nao se aplica,QRDN,P2G,Pix,79841.04,164
202305,PF,PF,NORTE,Nao informado,entre 30 e 39 anos,entre 30 e 39 anos,QRES,P2P,Pix,44488.67,624
202408,PF,PF,NORTE,NORDESTE,entre 20 e 29 anos,entre 20 e 29 anos,DICT,P2P,Pix,62431512.36,476010
202406,PF,PF,NORTE,SUDESTE,até 19 anos,mais de 60 anos,QRDN,P2P,Pix,27568.93,1566
202507,PF,PF,CENTRO-OESTE,NORTE,mais de 60 anos,entre 20 e 29 anos,APDN,P2P,Pix,25.0,1
202311,PJ,PJ,CENTRO-OESTE,SUDESTE,Nao se aplica,Nao se aplica,MANU,G2G,Pix,1001.93,3
202412,PJ,PF,NORTE,NORDESTE,Nao se aplica,entre 40 e 49 anos,DICT,G2P,Pix,70771.47,66
202508,PF,PF,NORDESTE,CENTRO-OESTE,até 19 anos,entre 20 e 29 anos,DICT,P2P,Pix,8642980.38,104126
202304,PF,PJ,NORDESTE,SUL,entre 30 e 39 anos,Nao se aplica,QRES,P2G,Pix,6854.81,27
202508,PF,PJ,SUDESTE,SUDESTE,até 19 anos,Nao se aplica,QRES,P2B,Pix Saque,22498.77,290
202305,PF,PF,SUL,CENTRO-OESTE,até 19 anos,entre 20 e 29 anos,QRES,P2P,Pix,82429.16,3925
202306,PF,PF,NORTE,CENTRO-OESTE,entre 30 e 39 anos,entre 30 e 39 anos,DICT,P2P,Pix,66566586.72,286133
202310,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 20 e 29 anos,entre 40 e 49 anos,QRES,P2P,Pix,22381051.82,579247
202503,PF,PF,Nao informado,NORTE,Nao informado,entre 50 e 59 anos,QRDN,P2P,Pix,55.0,3
202502,PF,PF,CENTRO-OESTE,CENTRO-OESTE,entre 40 e 49 anos,entre 40 e 49 anos,DICT,P2P,Pix,6685792354.68,11285455
202306,PF,PJ,CENTRO-OESTE,SUDESTE,entre 30 e 39 anos,Nao se aplica,QRES,P2G,Pix,9237.61,82
202306,PF,PF,SUDESTE,CENTRO-OESTE,mais de 60 anos,mais de 60 anos,QRES,P2P,Pix,278830.15,607
202502,PF,PF,NORDESTE,NORDESTE,entre 20 e 29 anos,entre 40 e 49 anos,QRDN,P2P,Pix,81900851.7,3572190
202302,PF,PF,NORTE,NORTE,entre 30 e 39 anos,entre 30 e 39 anos,MANU,P2P,Pix,933092027.62,4018840
202308,PF,PF,NORDESTE,SUL,até 19 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,6348.81,44
202503,PJ,PF,NORDESTE,SUL,Nao se aplica,entre 30 e 39 anos,MANU,G2P,Pix,269187.76,32
202505,PF,PJ,NORDESTE,NORTE,entre 40 e 49 anos,Nao se aplica,QRDN,P2B,Pix,34287015.11,358288
202407,PJ,PF,CENTRO-OESTE,Nao informado,Nao se aplica,entre 50 e 59 anos,MANU,B2P,Pix,11860731.93,158
202311,PF,PF,CENTRO-OESTE,NORTE,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,27393631.02,66456
202303,PF,PF,SUL,Nao informado,entre 50 e 59 anos,até 19 anos,DICT,P2P,Pix,15190.16,54
202311,PF,PJ,NORDESTE,SUL,mais de 60 anos,Nao se aplica,INIC,P2B,Pix,4899.15,30
202508,PF,PF,SUL,Nao informado,entre 30 e 39 anos,Nao informado,DICT,P2P,Pix,256.0,10
202403,PF,PF,NORTE,SUL,entre 30 e 39 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,98604.29,497
202408,PF,PJ,NORDESTE,NORDESTE,entre 20 e 29 anos,Nao se aplica,QRES,P2B,Pix Saque,78049.59,577
202301,PF,PF,Nao informado,SUDESTE,entre 50 e 59 anos,entre 30 e 39 anos,DICT,P2P,Pix,2482182.54,3872
202403,PF,PF,NORTE,SUDESTE,entre 20 e 29 anos,entre 20 e 29 anos,MANU,P2P,Pix,7107680.47,70403
202311,PF,PF,NORTE,NORTE,até 19 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,619151.55,9579
202405,PF,PF,CENTRO-OESTE,Nao informado,entre 30 e 39 anos,entre 30 e 39 anos,QRDN,P2P,Pix,39308.44,210
202301,PF,PF,SUL,NORDESTE,entre 40 e 49 anos,mais de 60 anos,QRDN,P2P,Pix,35933.91,767
202411,PF,PJ,Nao informado,SUL,até 19 anos,Nao se aplica,QRDN,P2G,Pix,427.52,6
202508,PJ,PF,Nao informado,SUDESTE,Nao se aplica,entre 20 e 29 anos,Nao disponivel,B2P,Nao disponivel,525907.62,766
202502,PF,PJ,NORDESTE,Nao informado,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix,51399.28,374
202306,PJ,PJ,SUL,Nao informado,Nao se aplica,Nao se aplica,DICT,B2B,Pix,176467.28,75
202307,PF,PF,CENTRO-OESTE,Nao informado,mais de 60 anos,entre 40 e 49 anos,QRES,P2P,Pix,3489.3,20
202308,PF,PF,Nao informado,SUDESTE,mais de 60 anos,até 19 anos,MANU,P2P,Pix,50836.74,41
